文件,中文字符串,替换值
Editor\Tools\Hierarchy\HierarchyCreate.cs,处理从预制体创建,Handle creation from prefab
Editor\Tools\Hierarchy\HierarchyCreate.cs,键事件来退出编辑,Key event to exit editing
Editor\Tools\Hierarchy\HierarchyCreate.cs,生成创建成功消息,Generate create success message
Editor\Tools\Hierarchy\HierarchyCreate.cs,处理从菜单创建,Handle creation from menu
Editor\Tools\Hierarchy\HierarchyCreate.cs,从基元类型创建,Create from primitive
Editor\Tools\Hierarchy\HierarchyCreate.cs,但菜单执行成功,But menu executed successfully
Editor\Tools\Hierarchy\HierarchyCreate.cs,预先选中父对象,Preselect parent object
Editor\Tools\Hierarchy\HierarchyCreate.cs,完成对象初始化,Complete object initialization
Editor\Tools\Hierarchy\HierarchyCreate.cs,创建的通用设置,Generic settings for creation
Editor\Tools\Hierarchy\HierarchyCreate.cs,清理失败的对象,Clear failed objects
Editor\Tools\Hierarchy\HierarchyCreate.cs,解析预制体路径,Parse prefab path
Editor\Tools\Hierarchy\HierarchyCreate.cs,复制创建新对象,Copy and create new object
Editor\Tools\Hierarchy\HierarchyCreate.cs,处理预制体保存,Handle prefab save
Editor\Tools\Hierarchy\HierarchyCreate.cs,应用其他设置,Apply other settings
Editor\Tools\Hierarchy\HierarchyCreate.cs,确保目录存在,Ensure directory exists
Editor\Tools\Hierarchy\HierarchyCreate.cs,生成成功消息,Generate success message
Editor\Tools\Hierarchy\HierarchyCreate.cs,作为基元类型,As primitive type
Editor\Tools\Hierarchy\HierarchyCreate.cs,应用通用设置,Apply generic settings
Editor\Tools\Hierarchy\HierarchyCreate.cs,直接代码创建,Create via code directly
Editor\Tools\Hierarchy\HierarchyCreate.cs,从预制体创建,Create from prefab
Editor\Tools\Hierarchy\HierarchyCreate.cs,父对象下创建,Create under parent object
Editor\Tools\Hierarchy\HierarchyCreate.cs,优化携程调用,Optimize coroutine call
Editor\Tools\Hierarchy\HierarchyCreate.cs,每次重试之间,Between each retry
Editor\Tools\Hierarchy\HierarchyCreate.cs,再次等待一帧,Wait another frame
Editor\Tools\Hierarchy\HierarchyCreate.cs,刷新相关窗口,Refresh related windows
Editor\Tools\Hierarchy\HierarchyCreate.cs,设置激活状态,Set activation state
Editor\Tools\Hierarchy\HierarchyCreate.cs,完成目录创建,Complete directory creation
Editor\Tools\Hierarchy\HierarchyCreate.cs,包括名称设置,Including name setting
Editor\Tools\Hierarchy\HierarchyCreate.cs,实例化预制体,Instantiate prefab
Editor\Tools\Hierarchy\HierarchyCreate.cs,保存为预制体,Save as prefab
Editor\Tools\Hierarchy\HierarchyCreate.cs,注册撤销操作,Register undo action
Editor\Tools\Hierarchy\HierarchyCreate.cs,父对象唯一,Parent object unique
Editor\Tools\Hierarchy\HierarchyCreate.cs,查找源对象,Find source object
Editor\Tools\Hierarchy\HierarchyCreate.cs,对应方法名,Corresponding method name
Editor\Tools\Hierarchy\HierarchyCreate.cs,执行菜单项,Execute menu item
Editor\Tools\Hierarchy\HierarchyCreate.cs,会自动添加,Will auto add
Editor\Tools\Hierarchy\HierarchyCreate.cs,如果指定了,If specified
Editor\Tools\Hierarchy\HierarchyCreate.cs,设置父对象,Set parent object
Editor\Tools\Hierarchy\HierarchyCreate.cs,第二个参数,Second parameter
Editor\Tools\Hierarchy\HierarchyCreate.cs,获取父对象,Get parent object
Editor\Tools\Hierarchy\HierarchyCreate.cs,处理创建空,Handle create empty
Editor\Tools\Hierarchy\HierarchyCreate.cs,搜索预制体,Search prefab
Editor\Tools\Hierarchy\HierarchyCreate.cs,预制体路径,Prefab path
Editor\Tools\Hierarchy\HierarchyCreate.cs,智能处理,Smart handling
Editor\Tools\Hierarchy\HierarchyCreate.cs,层级管理,Hierarchy management
Editor\Tools\Hierarchy\HierarchyCreate.cs,处理创建,Handle creation
Editor\Tools\Hierarchy\HierarchyCreate.cs,普通对象,Normal object
Editor\Tools\Hierarchy\HierarchyCreate.cs,进行设置,Perform settings
Editor\Tools\Hierarchy\HierarchyCreate.cs,等待一帧,Wait one frame
Editor\Tools\Hierarchy\HierarchyCreate.cs,直接创建,Create directly
Editor\Tools\Hierarchy\HierarchyCreate.cs,基元类型,Primitive type
Editor\Tools\Hierarchy\HierarchyCreate.cs,要复制的,To be copied
Editor\Tools\Hierarchy\HierarchyCreate.cs,操作类型,Operation type
Editor\Tools\Hierarchy\HierarchyCreate.cs,需要添加,Need to add
Editor\Tools\Hierarchy\HierarchyCreate.cs,异步下载,Async download
Editor\Tools\Hierarchy\HierarchyCreate.cs,缩放比例,Scale factor
Editor\Tools\Hierarchy\HierarchyCreate.cs,旋转角度,Rotation angle
Editor\Tools\Hierarchy\HierarchyCreate.cs,菜单路径,Menu path
Editor\Tools\Hierarchy\HierarchyCreate.cs,自动添加,Auto add
Editor\Tools\Hierarchy\HierarchyCreate.cs,位置坐标,Position coordinate
Editor\Tools\Hierarchy\HierarchyCreate.cs,默认使用,Default use
Editor\Tools\Hierarchy\HierarchyCreate.cs,复制对象,Copy object
Editor\Tools\Hierarchy\HierarchyCreate.cs,设置名称,Set name
Editor\Tools\Hierarchy\HierarchyCreate.cs,位置等,Location etc.
Editor\Tools\Hierarchy\HierarchyCreate.cs,的操作,Operation of
Editor\Tools\Hierarchy\HierarchyCreate.cs,如果有,If has
Editor\Tools\Hierarchy\HierarchyCreate.cs,未找到,Not found
Editor\Tools\Hierarchy\HierarchyCreate.cs,从现有,From existing
Editor\Tools\Hierarchy\HierarchyCreate.cs,所在层,Layer
Editor\Tools\Hierarchy\HierarchyCreate.cs,键事件,Key event
Editor\Tools\Hierarchy\HierarchyCreate.cs,扩展名,Extension name
Editor\Tools\Hierarchy\HierarchyCreate.cs,后缀,Suffix
Editor\Tools\Hierarchy\HierarchyCreate.cs,发送,Send
Editor\Tools\Hierarchy\HierarchyCreate.cs,等待,Wait
Editor\Tools\Hierarchy\HierarchyCreate.cs,名称,Name
Editor\Tools\Hierarchy\HierarchyCreate.cs,完成,Complete
Editor\Tools\Hierarchy\HierarchyCreate.cs,支持,Support
Editor\Tools\Hierarchy\HierarchyCreate.cs,元素,Element
Editor\Tools\Hierarchy\HierarchyCreate.cs,标签,Tag
Editor\Tools\Hierarchy\HierarchyCreate.cs,对象,Object
Editor\Tools\Hierarchy\HierarchyCreate.cs,在,In
Editor\Tools\Hierarchy\HierarchyCreate.cs,非,Non
Editor\Tools\Hierarchy\HierarchySearch.cs,尝试从所有已加载的程序集中查找,Try searching from all loaded assemblies
Editor\Tools\Hierarchy\HierarchySearch.cs,创建包含完整层级信息的搜索结果,Create search result containing full hierarchy
Editor\Tools\Hierarchy\HierarchySearch.cs,创建当前方法支持的参数键列表,Create parameter key list supported by current method
Editor\Tools\Hierarchy\HierarchySearch.cs,递归获取所有子对象的完整数据,Recursively obtain complete data for all child objects
Editor\Tools\Hierarchy\HierarchySearch.cs,从当前场景搜索包含指定组件的,Search specified component from current scene
Editor\Tools\Hierarchy\HierarchySearch.cs,将通配符模式转换为正则表达式,Convert wildcard pattern to regex
Editor\Tools\Hierarchy\HierarchySearch.cs,转义正则表达式中的特殊字符,Escape special chars in regex
Editor\Tools\Hierarchy\HierarchySearch.cs,将通配符转换为正则表达式,Convert wildcard to regex
Editor\Tools\Hierarchy\HierarchySearch.cs,获取当前激活场景中的所有,Get all in active scene
Editor\Tools\Hierarchy\HierarchySearch.cs,获取当前激活场景的根对象,Get root objects in active scene
Editor\Tools\Hierarchy\HierarchySearch.cs,包含所有子对象的完整信息,Full info of all child objects
Editor\Tools\Hierarchy\HierarchySearch.cs,添加锚点以确保完整匹配,Add anchor to ensure full match
Editor\Tools\Hierarchy\HierarchySearch.cs,忽略无法访问的程序集,Ignore inaccessible assemblies
Editor\Tools\Hierarchy\HierarchySearch.cs,正则表达式或普通文本,Regex or normal text
Editor\Tools\Hierarchy\HierarchySearch.cs,避免未定义标签的错误,Avoid undefined tag errors
Editor\Tools\Hierarchy\HierarchySearch.cs,如果正则表达式无效,If regex invalid
Editor\Tools\Hierarchy\HierarchySearch.cs,检查子对象名称匹配,Check child object name match
Editor\Tools\Hierarchy\HierarchySearch.cs,获取当前对象的基本,Get current object's basic
Editor\Tools\Hierarchy\HierarchySearch.cs,默认使用按名称搜索,Default to name-based search
Editor\Tools\Hierarchy\HierarchySearch.cs,从当前场景搜索所有,Search all from current scene
Editor\Tools\Hierarchy\HierarchySearch.cs,检查是否是类型搜索,Check if type-based search
Editor\Tools\Hierarchy\HierarchySearch.cs,检查是否包含通配符,Check if wildcard present
Editor\Tools\Hierarchy\HierarchySearch.cs,获取完整的层级数据,Get full hierarchy data
Editor\Tools\Hierarchy\HierarchySearch.cs,直接使用正则表达式,Directly use regex
Editor\Tools\Hierarchy\HierarchySearch.cs,默认搜索处理函数,Default search handler
Editor\Tools\Hierarchy\HierarchySearch.cs,添加默认处理函数,Add default handler
Editor\Tools\Hierarchy\HierarchySearch.cs,尝试获取组件类型,Try to get component type
Editor\Tools\Hierarchy\HierarchySearch.cs,时使用按名称搜索,Use name-based search for
Editor\Tools\Hierarchy\HierarchySearch.cs,正则表达式字符串,Regex string
Editor\Tools\Hierarchy\HierarchySearch.cs,尝试直接获取类型,Try get type directly
Editor\Tools\Hierarchy\HierarchySearch.cs,从当前场景搜索,Search current scene
Editor\Tools\Hierarchy\HierarchySearch.cs,只包含激活对象,Active objects only
Editor\Tools\Hierarchy\HierarchySearch.cs,按通用术语搜索,Search by general term
Editor\Tools\Hierarchy\HierarchySearch.cs,从当前场景获取,Get from current scene
Editor\Tools\Hierarchy\HierarchySearch.cs,安全地检查标签,Safely check tag
Editor\Tools\Hierarchy\HierarchySearch.cs,先尝试全名匹配,Try full name match first
Editor\Tools\Hierarchy\HierarchySearch.cs,确保正确序列化,Ensure correct serialization
Editor\Tools\Hierarchy\HierarchySearch.cs,包含非激活对象,Include inactive objects
Editor\Tools\Hierarchy\HierarchySearch.cs,的完整层级数据,Full hierarchy data of
Editor\Tools\Hierarchy\HierarchySearch.cs,再遍历所有类型,Then iterate all types
Editor\Tools\Hierarchy\HierarchySearch.cs,如果是类型搜索,If type-based search
Editor\Tools\Hierarchy\HierarchySearch.cs,回退到普通搜索,Fallback to normal search
Editor\Tools\Hierarchy\HierarchySearch.cs,搜索非激活对象,Search inactive objects
Editor\Tools\Hierarchy\HierarchySearch.cs,获取所有子对象,Get all child objects
Editor\Tools\Hierarchy\HierarchySearch.cs,命名空间获取,Get by namespace
Editor\Tools\Hierarchy\HierarchySearch.cs,检查名称匹配,Check name match
Editor\Tools\Hierarchy\HierarchySearch.cs,尝试从常见的,Try from common
Editor\Tools\Hierarchy\HierarchySearch.cs,检查组件匹配,Check component match
Editor\Tools\Hierarchy\HierarchySearch.cs,包括非激活的,Including inactives
Editor\Tools\Hierarchy\HierarchySearch.cs,创建搜索结果,Create search result
Editor\Tools\Hierarchy\HierarchySearch.cs,精确名称搜索,Exact name search
Editor\Tools\Hierarchy\HierarchySearch.cs,处理搜索模式,Handle search mode
Editor\Tools\Hierarchy\HierarchySearch.cs,但保留通配符,But keep wildcard
Editor\Tools\Hierarchy\HierarchySearch.cs,包含执行时间,Include execution time
Editor\Tools\Hierarchy\HierarchySearch.cs,跳过标签匹配,Skip tag match
Editor\Tools\Hierarchy\HierarchySearch.cs,获取组件类型,Get component type
Editor\Tools\Hierarchy\HierarchySearch.cs,检查标签匹配,Check tag match
Editor\Tools\Hierarchy\HierarchySearch.cs,尝试短名匹配,Try short name match
Editor\Tools\Hierarchy\HierarchySearch.cs,匹配任意字符,Match any char
Editor\Tools\Hierarchy\HierarchySearch.cs,构建响应对象,Build result object
Editor\Tools\Hierarchy\HierarchySearch.cs,构建结果数据,Build result data
Editor\Tools\Hierarchy\HierarchySearch.cs,构建中文消息,Build Chinese message
Editor\Tools\Hierarchy\HierarchySearch.cs,获取层级索引,Get hierarchy index
Editor\Tools\Hierarchy\HierarchySearch.cs,检查层级匹配,Check hierarchy match
Editor\Tools\Hierarchy\HierarchySearch.cs,按名称搜索,Name-based search
Editor\Tools\Hierarchy\HierarchySearch.cs,包含通配符,Contains wildcard
Editor\Tools\Hierarchy\HierarchySearch.cs,当没有指定,When not specified
Editor\Tools\Hierarchy\HierarchySearch.cs,按组件搜索,Component-based search
Editor\Tools\Hierarchy\HierarchySearch.cs,按标签搜索,Tag-based search
Editor\Tools\Hierarchy\HierarchySearch.cs,使用标准的,Use standard
Editor\Tools\Hierarchy\HierarchySearch.cs,对应方法名,Corresponding method name
Editor\Tools\Hierarchy\HierarchySearch.cs,按层级搜索,Hierarchy-based search
Editor\Tools\Hierarchy\HierarchySearch.cs,标签未定义,Tag not defined
Editor\Tools\Hierarchy\HierarchySearch.cs,将转义后的,Escaped
Editor\Tools\Hierarchy\HierarchySearch.cs,消息和数据,Message and data
Editor\Tools\Hierarchy\HierarchySearch.cs,层级管理,Hierarchy management
Editor\Tools\Hierarchy\HierarchySearch.cs,成功标志,Success flag
Editor\Tools\Hierarchy\HierarchySearch.cs,创建结果,Create result
Editor\Tools\Hierarchy\HierarchySearch.cs,尝试解析,Attempt parse
Editor\Tools\Hierarchy\HierarchySearch.cs,直接使用,Directly use
Editor\Tools\Hierarchy\HierarchySearch.cs,避免重复,Avoid duplication
Editor\Tools\Hierarchy\HierarchySearch.cs,构建消息,Build message
Editor\Tools\Hierarchy\HierarchySearch.cs,默认启用,Default enabled
Editor\Tools\Hierarchy\HierarchySearch.cs,替换为,Replace as
Editor\Tools\Hierarchy\HierarchySearch.cs,内置的,Builtin
Editor\Tools\Hierarchy\HierarchySearch.cs,的模式,Pattern of
Editor\Tools\Hierarchy\HierarchySearch.cs,如果有,If has
Editor\Tools\Hierarchy\HierarchySearch.cs,通配符,Wildcard
Editor\Tools\Hierarchy\HierarchySearch.cs,并查找,And lookup
Editor\Tools\Hierarchy\HierarchySearch.cs,使用,Use
Editor\Tools\Hierarchy\HierarchySearch.cs,内置,Builtin
Editor\Tools\Hierarchy\HierarchySearch.cs,方法,Method
Editor\Tools\Hierarchy\HierarchySearch.cs,数据,Data
Editor\Tools\Hierarchy\HierarchySearch.cs,搜索,Search
Editor\Tools\Hierarchy\HierarchySearch.cs,获取,Get
Editor\Tools\Hierarchy\HierarchySearch.cs,格式,Format
Editor\Tools\Hierarchy\HierarchySearch.cs,参数,Parameter
Editor\Tools\Hierarchy\HierarchySearch.cs,按,By
Editor\Tools\Projet\ProjectOperate.cs,只查找常见的可能包含引用的资源类型,Find only common resource types that may contain references
Editor\Tools\Projet\ProjectOperate.cs,查询并选择引用指定资源的所有资源,Query and select all resources that reference the specified resource
Editor\Tools\Projet\ProjectOperate.cs,检查是否是当前文件夹的直接子项,Check if direct child of current folder
Editor\Tools\Projet\ProjectOperate.cs,根据刷新类型执行不同的刷新操作,Perform different refresh ops according to type
Editor\Tools\Projet\ProjectOperate.cs,创建当前方法支持的参数键列表,Create parameter key list supported by current method
Editor\Tools\Projet\ProjectOperate.cs,主要针对脚本文件的重新编译,Mainly for script recompilation
Editor\Tools\Projet\ProjectOperate.cs,获取当前文件夹下的所有资产,Get all assets under current folder
Editor\Tools\Projet\ProjectOperate.cs,输出当前文件夹及其文件数量,Output folder and file counts
Editor\Tools\Projet\ProjectOperate.cs,选择指定资源的所有依赖项,Select all dependencies of specified resource
Editor\Tools\Projet\ProjectOperate.cs,记录开始时间用于性能监控,Record start time for performance monitoring
Editor\Tools\Projet\ProjectOperate.cs,选中所有引用此资源的资源,Select all resources referencing this one
